,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
18785,NaN,[USA],1,823,tt1562274,8.4,Bon Jovi: Live at Madison Square Garden (Video 2009)
18786,"$33,000",[USA],1,1380,tt0101420,6.1,Begotten (1990)
18787,NaN,"[France, Switzerland]",2,1017,tt0101428,7.6,La belle noiseuse (1991)
18788,"$6,000,000",[USA],2,4705,tt1082577,5.2,Deadly Impact (2010)
18789,"$15,000,000",[USA],2,2634,tt0415141,5.3,Mama's Boy (2007)
18790,NaN,[Canada],1,662,tt0384488,7.6,Saint Ralph (2004)
18791,NaN,[USA],1,454,tt0438502,6.3,Jane Doe: Til Death Do Us Part (TV Movie 2005)
18792,"$40,000,000",[USA],11,104926,tt0472399,6.5,The Mechanic (2011)
18793,NaN,"[USA, Denmark, Sweden]",3,1633,tt0119004,5.9,Don's Plum (2001)
18794,"$35,000,000",[USA],6,23819,tt0119008,7.8,Donnie Brasco (1997)
18795,NaN,[USA],1,1285,tt0119009,4.3,Doomsday Rock (TV Movie 1997)
18796,NaN,[USA],1,258,tt1554966,8.1,Gabriel Iglesias: I'm Not Fat... I'm Fluffy (TV Movie 2009)
18797,NaN,[Hungary],1,141,tt0164921,,Tapsikáné fülönfüggöje (TV Movie 1985)
18798,NaN,[Hong Kong],1,293,tt0206334,6.0,Gen-X Cops (1999)
18799,"$6,800,000","[Canada, France]",3,4511,tt1255953,8.2,Incendies (2010)
18800,NaN,[Israel],2,4696,tt0079118,6.4,Lemon Popsicle (1978)
18801,NaN,[USA],1,488,tt1000768,6.3,Pilgrim's Progress (2008)
18802,NaN,[Germany],2,1378,tt1255954,7.4,König Drosselbart (TV Movie 2008)
18803,NaN,[Germany],1,225,tt1255955,6.4,Männerherzen (2009)
18804,NaN,[UK],4,1957,tt0079117,5.6,Escape to Athena (1979)
18805,NaN,[USA],5,7723,tt0079116,7.6,Escape from Alcatraz (1979)
18806,NaN,[USA],1,1638,tt0418315,5.7,Wedding Daze (TV Movie 2004)
18807,NaN,[UK],8,12531,tt2608726,4.6,Powder Room (2013)
18808,NaN,[Denmark],4,12550,tt0342492,7.3,De grønne slagtere (2003)
18809,NaN,"[UK, USA]",2,1188,tt0346932,6.4,Eloise at the Plaza (TV Movie 2003)
18810,NaN,[France],7,6303,tt0151137,6.4,The Messenger: The Story of Joan of Arc (1999)
18811,NaN,[Switzerland],1,645,tt0075322,4.6,Sexy Sisters (1977)
18812,NaN,"[Germany, Turkey]",1,2178,tt0347048,8.0,Head-On (2004)
18813,NaN,[UK],4,1218,tt0075214,6.3,Shout at the Devil (1976)
18814,NaN,[Japan],1,149,tt1805492,7.0,Robo Jî (2012)
18815,"$30,000,000","[France, Italy, Germany]",2,1371,tt0118756,7.0,Le bossu (1997)
18816,"$29,000,000","[UK, USA]",1,1316,tt0118755,5.8,The Borrowers (1997)
18817,NaN,[USA],1,459,tt0118750,5.2,Booty Call (1997)
18818,"$750,000",[USA],1,179,tt0050539,7.7,The Incredible Shrinking Man (1957)
18819,NaN,[Canada],1,723,tt0929237,4.8,Christie's Revenge (TV Movie 2007)
18820,"$20,000,000",[USA],4,1836,tt0918927,7.5,Doubt (2008)
18821,NaN,[USA],2,455,tt0064886,6.9,The Reivers (1969)
18822,"$9,000,000",[South Korea],3,361,tt2357377,6.7,The Berlin File (2013)
18823,"$8,500,000",[USA],2,1031,tt0963194,6.7,Repo! The Genetic Opera (2008)
18824,NaN,[USA],1,531,tt1805145,6.8,"""America's Cutest"" America's Cutest Cat (TV Episode 2010)"
18825,NaN,[Soviet Union],1,79,tt0040707,7.2,Povest o nastoyashchem cheloveke (1949)
18826,NaN,"[USA, UK]",1,403,tt0082138,5.5,Carbon Copy (1981)
18827,NaN,[Hong Kong],1,25,tt3044248,6.3,Fei hu chu zheng (2013)
18828,NaN,"[Spain, UK]",2,1845,tt0477273,5.7,El camino de los ingleses (2006)
18829,NaN,[Italy],1,2343,tt0082133,3.9,The Emperor Caligula: The Untold Story (1982)
18830,NaN,"[Hungary, Germany, Austria]",2,1449,tt1527049,5.7,Tender Son: The Frankenstein Project (2010)
18831,NaN,[USA],1,625,tt0055471,7.8,Splendor in the Grass (1961)
18832,NaN,"[USA, Hong Kong]",5,7756,tt0082136,6.0,The Cannonball Run (1981)
18833,NaN,[USA],1,194,tt0082134,5.5,Callie & Son (TV Movie 1981)
18834,"$5,200,000",[USA],4,1187,tt0077523,6.2,Every Which Way But Loose (1978)
18835,"$750,000","[Nigeria, USA]",1,24,tt2094890,6.3,Mother of George (2013)
18836,NaN,[Japan],1,459,tt0067286,6.3,"Kaitei 30,000 maru (1970)"
18837,"$12,000,000","[UK, Australia]",3,3086,tt1187064,6.9,Triangle (2009)
18838,NaN,"[France, Italy, Canada]",1,175,tt0067283,5.5,Justine de Sade (1972)
18839,"$25,000,000",[USA],4,5306,tt0421239,6.5,Red Eye (2005)
18840,"$2,000,000","[Australia, UK]",5,6199,tt0421238,7.5,The Proposition (2005)
18841,NaN,[UK],1,495,tt0126120,6.4,What Rats Won't Do (1998)
18842,NaN,[France],2,2345,tt0881303,6.6,Le premier cri (2007)
18843,"$50,000,000","[USA, Australia]",4,7468,tt0377818,5.0,The Dukes of Hazzard (2005)
18844,"$13,000,000",[USA],3,1684,tt0102303,5.7,Life Stinks (1991)
18845,NaN,"[UK, USA, Canada]",2,265,tt0256359,6.6,The Safety of Objects (2001)
18846,NaN,[France],1,69,tt0015214,7.3,At 3:25 (1924)
18847,"$1,500,000",[USA],1,9,tt1876330,5.8,Hello Herman (2012)
18848,NaN,[USA],1,22,tt2622420,3.8,24 Hour Love (2013)
18849,NaN,"[Hungary, Czechoslovakia, Romania]",1,346,tt0066622,6.9,Judgement (1970)
18850,"$15,000,000",[USA],7,7516,tt1179891,5.5,My Bloody Valentine (2009)
18851,NaN,[UK],1,227,tt0061937,6.1,Magical Mystery Tour (1967)
18852,NaN,[France],4,3357,tt0097872,6.1,Mes nuits sont plus belles que vos jours (1989)
18853,NaN,[Hungary],2,1676,tt0097875,7.0,Meteo (1990)
18854,NaN,[France],2,2526,tt0085354,7.0,Les compères (1983)
18855,"$80,000,000","[USA, Australia]",4,4025,tt0326905,6.7,The Great Raid (2005)
18856,"$17,000,000",[USA],2,1129,tt0326900,5.1,Good Boy! (2003)
18857,NaN,[USA],1,507,tt0243067,6.4,In the Beginning (TV Movie 2000)
18858,NaN,"[Belgium, France, Italy]",1,538,tt0812243,7.1,Ex Drummer (2007)
18859,NaN,[Italy],2,1090,tt0096785,3.7,Alien degli abissi (1989)
18860,NaN,[Canada],2,2060,tt0264695,6.1,The Hound of the Baskervilles (TV Movie 2000)
18861,NaN,[USA],4,4303,tt0851530,5.8,The Lodger (2009)
18862,NaN,[USA],1,782,tt0109447,5.1,Clifford (1994)
18863,NaN,[USA],1,670,tt0096786,2.5,Alienator (1990)
18864,NaN,[Australia],1,25,tt1451629,6.3,Possession(s) (2009)
18865,NaN,[USA],2,2166,tt0039997,6.7,Winter Wonderland (1947)
18866,"$34,200,000",[USA],6,16081,tt0142342,6.4,Big Daddy (1999)
18867,NaN,[France],1,20,tt0021864,6.2,La fin du monde (1931)
18868,NaN,[UK],9,47327,tt1598873,6.3,Cleanskin (2012)
18869,"$7,500,000","[USA, Australia]",2,1539,tt0290747,4.1,Man-Thing (2005)
18870,NaN,[USA],1,615,tt2189106,7.5,All the President's Men Revisited (TV Movie 2013)
18871,NaN,[Japan],1,1197,tt0064714,7.5,Nagagutsu o haita neko (1969)
18872,NaN,[USA],1,3307,tt1394329,5.3,Free Willy: Escape from Pirate's Cove (Video 2010)
18873,"$20,000,000","[Hong Kong, China]",9,20502,tt2072220,6.4,Yang jia jiang (2013)
18874,NaN,[Spain],1,394,tt1830460,8.4,778 - La Chanson de Roland (2011)
18875,NaN,[USA],6,2514,tt0053221,8.1,Rio Bravo (1959)
18876,NaN,[USA],1,255,tt0053220,7.4,Ride Lonesome (1959)
18877,"$1,000,000",[USA],1,489,tt0772153,8.0,America: Freedom to Fascism (2006)
18878,NaN,[UK],1,342,tt0053226,7.9,Room at the Top (1959)
18879,NaN,[Italy],1,164,tt0106716,6.1,Diario di un vizio (1993)
18880,"$780,000",[USA],1,574,tt0100438,5.4,Puppet Master II (Video 1990)
18881,NaN,"[Colombia, USA]",1,512,tt1522863,8.5,"""30 for 30"" The Two Escobars (TV Episode 2010)"
18882,NaN,"[Canada, USA]",1,874,tt0100436,7.1,Pump Up the Volume (1990)
18883,"$6,580,000",[USA],1,474,tt0110999,4.8,The Road Killers (1994)
18884,"$100,000",[USA],1,279,tt0963978,6.4,Bombhunters (2006)
18885,NaN,[USA],1,32,tt1730687,5.0,Darling Companion (2012)
18886,NaN,[USA],1,172,tt0110991,5.4,Ring of Steel (1994)
18887,NaN,[Canada],1,343,tt0099085,5.0,Back Stab (1990)
18888,NaN,[USA],2,1473,tt0102216,5.1,King Ralph (1991)
18889,"$45,000,000",[USA],5,2727,tt0110997,6.3,The River Wild (1994)
18890,"$38,000,000",[USA],7,9080,tt0092965,7.8,Empire of the Sun (1987)
18891,NaN,"[France, Italy]",1,336,tt0055852,7.9,Cleo from 5 to 7 (1962)
18892,NaN,[USA],1,216,tt0092967,5.7,End of the Line (1987)
18893,NaN,[USA],1,568,tt0092969,6.5,Enemy Territory (1987)
18894,"$5,000,000","[UK, Germany]",1,231,tt0365109,7.5,Deep Blue (2003)
18895,"$60,000,000","[UK, USA, France]",4,1900,tt0821642,6.7,The Soloist (2009)
18896,NaN,[Japan],2,4584,tt1481363,7.1,Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mono (2009)
18897,NaN,[USA],7,24630,tt0821640,5.7,Ghosts of Girlfriends Past (2009)
18898,"$47,000,000","[Belgium, Germany, Canada, France]",5,18820,tt0485947,7.9,Mr. Nobody (2009)
18899,NaN,[Japan],1,109,tt0341607,,Suronin makaritoru dai yonbu sarumo jigoku nokorumo jigoku (TV Movie 1983)
18900,NaN,[USA],1,287,tt0117349,6.5,Playing Dangerous 2 (1996)
18901,NaN,[Japan],1,231,tt0341603,,Suronin makaritoru (TV Mini-Series 1981)
18902,NaN,[USA],10,21055,tt0465925,6.3,Brother Bear 2 (Video 2006)
18903,NaN,[USA],1,1099,tt0117342,4.1,Pinocchio's Revenge (1996)
18904,NaN,[USA],1,332,tt0770792,7.4,Parting Lands: An Icelandic Saga (TV Movie 2005)
18905,NaN,[France],2,361,tt0399738,6.2,Changing Times (2004)
18906,NaN,[Hungary],1,635,tt0361686,7.0,Hagymácska (TV Movie 1962)
18907,NaN,"[Italy, France]",2,1046,tt0054248,8.3,Rocco and His Brothers (1960)
18908,NaN,[USA],1,469,tt0099557,6.3,Fear (1990)
18909,NaN,[USA],2,559,tt0143436,7.2,The Long Way Home (TV Movie 1998)
18910,NaN,[USA],1,134,tt0099553,4.3,Fatal Skies (Video 1990)
18911,NaN,[USA],1,144,tt0486761,6.2,Leroy & Stitch (Video 2006)
18912,NaN,[Hong Kong],5,4983,tt0099558,7.2,Armour of God 2: Operation Condor (1991)
18913,NaN,[Finland],1,168,tt1364487,7.3,Postia pappi Jaakobille (2009)
18914,NaN,[West Germany],1,806,tt0071141,8.1,Ali: Fear Eats the Soul (1974)
18915,NaN,[South Africa],3,3646,tt0071143,8.3,Beautiful People (1974)
18916,"$45,000,000","[USA, France, UK]",13,80774,tt1634122,6.3,Johnny English Reborn (2011)
18917,"$13,000,000","[USA, UK, Spain]",7,33744,tt1634121,5.4,Intruders (2011)
18918,NaN,[],1,1156,tt1193037,7.2,"""Revealed"" The Family That Defied Hitler (TV Episode 2007)"
18919,"$6,500,000",[USA],1,603,tt0896031,5.9,The Loss of a Teardrop Diamond (2008)
18920,"$10,000,000","[Canada, Germany]",1,906,tt0896036,2.6,BloodRayne II: Deliverance (Video 2007)
18921,"$250,000",[USA],1,1220,tt0896034,,Men's Health Minutes (TV Series 2006– )
18922,NaN,[UK],1,797,tt0810491,7.9,Are We Changing Planet Earth? (TV Movie 2006)
18923,NaN,[USA],2,622,tt0101746,6.8,The Doctor (1991)
18924,NaN,[USA],1,313,tt0101744,3.1,Do or Die (1991)
18925,NaN,[USA],3,3454,tt0101745,6.1,Doc Hollywood (1991)
18926,NaN,"[France, Portugal]",1,198,tt0117968,7.2,Three Lives and Only One Death (1996)
18927,NaN,[UK],1,109,tt2149702,7.0,Swimmer (2012)
18928,NaN,"[Canada, USA]",1,1900,tt1320354,4.1,Phantom Racer (TV Movie 2009)
18929,NaN,[USA],6,14989,tt2149708,7.7,Earth from Space (TV Movie 2012)
18930,"$8,000,000",[USA],2,390,tt0117965,5.6,The Trigger Effect (1996)
18931,NaN,[Japan],1,78,tt0820111,5.8,Meatball Machine (2005)
18932,"$3,500,000","[USA, Canada]",1,285,tt1041778,5.4,Let the Game Begin (2010)
18933,"$12,000",[USA],1,223,tt0060712,4.8,Mondo Topless (1966)
18934,NaN,[Soviet Union],3,2000,tt0073781,7.7,Queen of the Gypsies (1976)
18935,NaN,"[Hong Kong, Japan]",1,752,tt1354553,5.2,Jin ping mei (2008)
18936,NaN,"[UK, Ireland]",2,978,tt1396219,5.3,Outcast (2010)
18937,"$55,000,000",[USA],9,61668,tt1396218,6.0,Mr. Popper's Penguins (2011)
18938,"$9,000,000","[France, Italy]",3,1380,tt0062711,5.9,Barbarella (1968)
18939,NaN,"[France, Italy, Mexico]",1,756,tt0062713,6.7,Guns for San Sebastian (1968)
18940,NaN,[Japan],1,3896,tt0033654,7.5,The 47 Ronin (1941)
18941,NaN,[France],1,22,tt2420886,5.6,Paris à tout prix (2013)
18942,NaN,[Hungary],2,682,tt0026250,7.0,A csúnya lány (1935)
18943,NaN,[USA],1,20,tt0026252,6.9,Curly Top (1935)
18944,NaN,[Denmark],3,668,tt0076495,6.6,Olsen-banden deruda' (1977)
18945,NaN,[Hungary],1,244,tt0031655,6.7,A miniszter barátja (1939)
18946,"$100,000",[USA],1,49,tt1243634,7.3,Road to Roubaix (2008)
18947,"$6,000,000",[USA],4,9687,tt1988781,3.2,7 Below (2012)
18948,"$5,000,000",[USA],2,950,tt0897347,5.7,The Echo (2008)
18949,NaN,[UK],1,526,tt0034027,7.4,'Pimpernel' Smith (1941)
18950,NaN,[Italy],1,488,tt0103409,7.0,Fantaghirò 2 (TV Movie 1992)
18951,NaN,[USA],2,285,tt2388920,3.4,Reel Evil (2012)
18952,"$16,700,000","[India, Germany]",1,522,tt1285241,7.1,Don 2 (2011)
18953,NaN,[France],1,229,tt1285240,5.6,Dans ton sommeil (2010)
18954,NaN,[France],2,2727,tt1285246,7.0,Mademoiselle Chambon (2009)
18955,NaN,"[Hungary, Romania, Poland]",4,5279,tt1527052,7.0,Aglaja (2012)
18956,"$2,000,000",[USA],1,1435,tt1112097,5.5,All I Want for Christmas (TV Movie 2007)
18957,"$120,000,000",[USA],11,44477,tt0317219,7.3,Cars (2006)
18958,"$1,800,000",[USA],2,2672,tt0069768,5.5,Battle for the Planet of the Apes (1973)
18959,NaN,[USA],1,39,tt0030302,6.6,Just Around the Corner (1938)
18960,NaN,[Japan],1,21,tt1867101,6.3,Terumae romae (2012)
18961,NaN,[Italy],1,164,tt0043108,7.3,Vita da cani (1950)
18962,"$42,000,000",[USA],7,3900,tt0105112,6.9,Patriot Games (1992)
18963,NaN,"[USA, Hong Kong]",2,769,tt0087032,4.7,Cannonball Run II (1983)
18964,NaN,[Hungary],1,201,tt0129252,,A méla Tempeföi (TV Movie 1976)
18965,"$8,000,000",[USA],2,1300,tt0102469,5.7,Mortal Thoughts (1991)
18966,"$23,000,000",[USA],3,3040,tt0102460,5.8,Mobsters (1991)
18967,NaN,[France],2,1292,tt0102465,6.1,"Mon père, ce héros. (1991)"
18968,NaN,[USA],1,490,tt0095296,5.0,Hero and the Terror (1988)
18969,NaN,[USA],1,862,tt0235369,5.5,The Erotic Witch Project (Video 2000)
18970,"$15,000,000",[USA],10,72042,tt0914863,7.1,Unthinkable (2010)
18971,NaN,"[Hungary, France]",1,209,tt1327942,7.3,A repülés története (2009)
18972,NaN,"[Italy, Germany, USA]",3,6521,tt0109321,6.1,The Night Before Christmas (1994)
18973,NaN,"[Hungary, West Germany, Cuba]",3,1130,tt0096863,7.1,Az én XX. századom (1989)
18974,"$1,000,000","[USA, UK]",3,978,tt0477139,7.4,Wristcutters: A Love Story (2006)
18975,NaN,"[Canada, USA, UK]",2,613,tt0109327,6.0,Brainscan (1994)
18976,"$13,000,000","[France, Canada, USA]",1,363,tt0144168,6.2,Dick (1999)
18977,NaN,"[France, Germany, Italy]",2,2035,tt0114086,6.5,Al di là delle nuvole (1995)
18978,NaN,"[UK, USA]",1,330,tt0114084,6.3,Panther (1995)
18979,NaN,[UK],1,33,tt1781794,7.2,Così fan tutte (TV Movie 2006)
18980,NaN,[France],1,915,tt0403347,4.9,À ce soir (2004)
18981,NaN,[Hungary],1,230,tt0239704,,Néma kolostor (1941)
18982,NaN,[USA],1,154,tt1825735,2.4,Dark Metropolis (2010)
18983,NaN,[Italy],1,100,tt0069186,5.9,Rivelazioni di un maniaco sessuale al capo della squadra mobile (1972)
18984,NaN,"[Spain, Portugal, Netherlands]",1,302,tt0175203,6.0,La balsa de piedra (2002)
18985,NaN,[USA],1,55,tt0035082,7.0,Moontide (1942)
18986,NaN,[UK],1,1801,tt0363014,7.8,Rasputin: The Devil in the Flesh (TV Movie 2002)
18987,"$2,000,000",[UK],1,59,tt1376168,4.5,Comedown (2012)
18988,NaN,"[UK, USA]",1,243,tt0111102,7.2,Second Best (1994)
18989,"$40,000,000","[USA, Canada]",3,2416,tt0160009,5.7,The Art of War (2000)
18990,NaN,[USA],1,1135,tt0180443,7.6,Apollo 13: To the Edge and Back (TV Movie 1994)
18991,NaN,[USA],1,874,tt0114556,4.7,Storybook (1996)
18992,NaN,[USA],1,343,tt0114553,6.2,Stormchasers (1995)
18993,NaN,[Italy],1,118,tt0114552,4.8,La strana storia di Olga 'O' (1995)
18994,"$24,000,000","[Germany, USA]",2,1200,tt0171580,6.3,Nurse Betty (2000)
18995,"$42,000,000",[USA],5,1148,tt0114558,7.2,Strange Days (1995)
18996,"$5,000,000",[USA],1,769,tt1346242,6.1,Always and Forever (TV Movie 2009)
18997,NaN,[Hungary],1,184,tt0049990,6.1,Ünnepi vacsora (1956)
18998,NaN,[Italy],3,2930,tt0074252,7.8,"Brutti, sporchi e cattivi (1976)"
18999,NaN,[UK],2,452,tt0074256,6.8,Bugsy Malone (1976)
19000,"$6,000,000",[USA],3,610,tt0074254,6.1,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (1976)"
19001,NaN,"[USA, Italy]",1,80,tt0074258,6.5,Burnt Offerings (1976)
19002,NaN,[USA],1,279,tt0044953,7.5,The Naked Spur (1953)
19003,NaN,[USA],1,153,tt2419354,3.9,Camp Dread (2014)
19004,"$188,000",[USA],1,54,tt0044954,7.8,The Narrow Margin (1952)
19005,"$30,000,000",[USA],8,31347,tt0478311,7.1,Knocked Up (2007)
19006,NaN,[Germany],1,1313,tt0487271,6.5,Wo ist Fred? (2006)
19007,"$7,000",[USA],1,104,tt1841840,1.9,Snow Shark: Ancient Snow Beast (Video 2011)
19008,NaN,[USA],1,284,tt1993391,3.8,10 Rules for Sleeping Around (2013)
19009,NaN,[France],1,417,tt0402438,5.5,"Piccolo, Saxo et compagnie (2006)"
19010,"$65,000,000",[USA],6,5278,tt0183790,6.9,A Knight's Tale (2001)
19011,NaN,"[UK, Ireland]",2,1632,tt0188674,7.0,Human Traffic (1999)
19012,NaN,[Hungary],1,273,tt0036856,7.6,A gazdátlan asszony (1944)
19013,NaN,[USA],3,2502,tt0036855,7.9,Gaslight (1944)
19014,NaN,[USA],2,2452,tt1427298,5.6,The Human Race (2013)
19015,"$15,000,000",[USA],2,6735,tt0372532,6.0,The Wedding Date (2005)
19016,NaN,"[Spain, Italy, Israel]",3,1242,tt0086484,5.4,Tuareg: The Desert Warrior (1984)
19017,NaN,"[USA, Germany]",1,719,tt0452583,4.8,Trump Unauthorized (TV Movie 2005)
19018,NaN,[UK],3,7458,tt1856691,8.0,Earth: Making of a Planet (TV Movie 2011)
19019,NaN,[France],6,15500,tt0183869,6.4,Taxi 2 (2000)
19020,NaN,"[Italy, Spain]",1,630,tt0079463,4.6,Tigers in Lipstick (1979)
19021,NaN,[USA],1,85,tt2397549,6.3,Roman Polanski: Odd Man Out (2012)
19022,"$200,000,000","[UK, USA]",23,187260,tt1074638,7.8,Skyfall (2012)
19023,NaN,[USA],1,376,tt0304283,5.3,Kermit's Swamp Years (Video 2002)
19024,NaN,[USA],2,1142,tt1698540,6.8,Most Extreme Airports (TV Movie 2010)
19025,NaN,[USA],1,1031,tt1286124,6.5,iCarly: iGo to Japan (TV Movie 2008)
19026,NaN,[USA],3,818,tt0133643,5.8,Breast Men (TV Movie 1997)
19027,NaN,[Canada],1,643,tt0414306,2.6,Nature Unleashed: Tornado (Video 2005)
19028,NaN,[Canada],4,10353,tt2854894,5.7,A Fighting Man (2014)
19029,NaN,[Germany],4,5445,tt1722484,6.2,Tom Sawyer (2011)
19030,NaN,[USA],1,2693,tt0034522,7.0,The Black Swan (1942)
19031,NaN,[USA],2,4040,tt1013852,7.0,Banned from the Bible II (TV Movie 2007)
19032,NaN,[UK],1,27,tt2333654,7.3,Love Like Hers (2012)
19033,NaN,[UK],1,88,tt0020142,6.3,The Manxman (1929)
19034,"$2,500,000",[USA],2,251,tt0981042,7.1,Like Dandelion Dust (2009)
19035,NaN,"[Canada, USA]",1,391,tt0201484,4.5,Blowback (2000)
19036,NaN,"[USA, Israel, Germany]",4,2007,tt0201485,5.3,The Body (2001)
19037,NaN,[Hungary],2,2828,tt0041676,7.5,Mágnás Miska (1949)
19038,NaN,[USA],1,4936,tt2474984,3.2,Collision Course (2012)
19039,NaN,"[UK, Ireland]",3,288,tt1920945,7.2,Good Vibrations (2012)
19040,"$3,200,000",[Australia],1,698,tt0082338,5.9,Escape 2000 (1982)
19041,NaN,[USA],4,925,tt0082334,6.6,The Entity (1982)
19042,NaN,[USA],4,9461,tt2043757,2.5,2-Headed Shark Attack (Video 2012)
19043,NaN,[USA],4,1822,tt0082332,4.9,Enter the Ninja (1981)
19044,NaN,[Thailand],3,5678,tt1551621,6.2,Deu suay doo (2009)
19045,NaN,[USA],2,1056,tt0426568,6.4,Now You See It... (TV Movie 2005)
19046,"$72,000,000","[USA, Australia]",3,6010,tt0268995,6.9,The Majestic (2001)
19047,NaN,"[USA, Colombia]",1,652,tt0386603,7.1,Love for Rent (2005)
19048,"$20,000,000",[USA],4,1778,tt0089457,7.0,Ladyhawke (1985)
19049,"$1,500,000",[USA],4,1673,tt0303816,5.6,Cabin Fever (2002)
19050,"$1,800,000",[UK],3,1615,tt0139426,5.0,Lighthouse (1999)
19051,NaN,[Japan],1,153,tt0167147,6.3,Evil Dead Trap (1988)
19052,NaN,[],1,42,tt1849463,8.4,"""The Metropolitan Opera HD Live"" Donizetti: Anna Bolena (TV Episode 2011)"
19053,"$12,500,000","[Canada, France, USA]",4,4806,tt0082484,7.4,Quest for Fire (1981)
19054,NaN,[USA],1,3084,tt0751118,8.9,"""The X-Files"" Existence (TV Episode 2001)"
19055,"$8,000,000","[USA, UK, Germany, Canada]",2,119,tt1012729,6.3,Helen (2009)
19056,NaN,[USA],1,53,tt0057329,7.0,"Move Over, Darling (1963)"
19057,NaN,"[Italy, France]",1,522,tt0057323,7.7,I mostri (1963)
19058,NaN,"[South Africa, UK]",2,429,tt1048174,6.8,The World Unseen (2007)
19059,NaN,"[France, West Germany, Italy]",2,601,tt0060349,6.1,The Upper Hand (1966)
19060,NaN,[USA],1,52,tt3151394,7.5,Easier Said Than Done (2013)
19061,NaN,[Hungary],1,805,tt0047091,6.3,Hintónjáró szerelem (1955)
19062,NaN,[USA],2,95,tt3249408,4.0,Freedom Force (2013)
19063,NaN,[France],3,2658,tt0410532,8.3,Roméo & Juliette: De la haine à l'amour (Video 2002)
19064,NaN,[USA],1,327,tt1562849,5.5,Division III: Football's Finest (2011)
19065,NaN,[USA],3,872,tt2446040,7.7,Toy Story of Terror (TV Short 2013)
19066,"$5,000,000",[USA],5,2551,tt0046949,6.6,The Egyptian (1954)
19067,NaN,[USA],1,583,tt0098936,9.0,Twin Peaks (TV Series 1990–1991)
19068,NaN,[USA],1,368,tt0105670,4.2,Twogether (1994)
19069,NaN,[Germany],1,75,tt1711533,4.2,Werner - Eiskalt! (2011)
19070,"$12,000,000",[USA],3,59,tt2404555,5.4,Copperhead (2013)
19071,NaN,"[UK, France]",2,2023,tt0206917,6.2,The Man Who Cried (2000)
19072,"$5,000,000",[Turkey],2,4112,tt0384116,7.9,G.O.R.A. (2004)
19073,NaN,[South Korea],4,2211,tt0456912,7.8,A Bittersweet Life (2005)
19074,"$4,500,000",[USA],1,22,tt0059314,6.3,Inside Daisy Clover (1965)
19075,NaN,[Spain],1,245,tt1682487,4.3,Felipe y Letizia (TV Mini-Series 2010)
19076,NaN,[UK],1,481,tt0059319,7.4,The Ipcress File (1965)
19077,NaN,[Hong Kong],3,1405,tt0086301,6.4,Shao Lin xiao zi (1984)
19078,NaN,[USA],2,2298,tt0380609,6.3,P.S. (2004)
19079,NaN,"[Japan, USA]",1,1821,tt0420076,5.8,Pokémon: Jirachi - Wish Maker (2003)
19080,"$185,000,000","[USA, UK]",19,121697,tt0468569,9.0,The Dark Knight (2008)
19081,NaN,[USA],1,592,tt0088414,5.8,The Woman in Red (1984)
19082,"$11,000,000",[USA],2,3914,tt0094137,5.8,3 Men and a Baby (1987)
19083,NaN,[Hungary],1,811,tt0127504,7.9,Defekt (1977)
19084,NaN,[USA],1,421,tt0094131,4.6,They Still Call Me Bruce (1987)
19085,NaN,"[Italy, France, Germany]",1,1717,tt0127509,7.0,Il deserto di fuoco (TV Mini-Series 1997)
19086,"$3,000,000","[UK, South Africa]",1,750,tt0468565,7.3,Tsotsi (2005)
19087,NaN,[USA],1,353,tt0840305,7.4,Comedy Central Roast of William Shatner (TV Movie 2006)
19088,NaN,[USA],3,4095,tt0840303,5.7,Christmas Do-Over (TV Movie 2006)
19089,NaN,[France],1,264,tt1557711,6.8,V comme Vian (TV Movie 2011)
19090,NaN,"[Belgium, Italy, France]",1,69,tt1686067,7.2,La source des femmes (2011)
19091,NaN,[Mali],1,19,tt0077198,6.9,Baara (1978)
19092,NaN,[Japan],2,2280,tt0156887,7.8,Pafekuto Buru (1997)
19093,NaN,[USA],1,344,tt0100631,5.3,Ski Patrol (1990)
19094,NaN,[West Germany],1,939,tt0100633,4.8,Der Skipper (1990)
19095,NaN,[USA],1,1470,tt0100632,2.1,Skinheads (1989)
19096,"$2,000,000","[Canada, France]",1,797,tt0085763,5.2,Joy (1983)
19097,NaN,[UK],1,215,tt1526309,8.5,Take That: The Circus Live (Video 2009)
19098,NaN,[Hungary],2,2546,tt0085767,7.6,Jób lázadása (1983)
19099,NaN,"[Hungary, Austria, Poland]",1,1519,tt0154039,4.4,Oda az igazság (2010)
19100,NaN,[USA],4,24601,tt1526300,6.9,Merry Madagascar (TV Short 2009)
19101,NaN,[USA],1,152,tt0077228,5.0,The Betsy (1978)
