,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
1163,NaN,"[UK, Germany, France]",2,113,tt0318742,6.8,Ten Minutes Older: The Cello (2002)
1164,"$30,000,000",[USA],14,33042,tt1321511,5.6,Oldboy (2013)
1165,NaN,[USA],2,484,tt0177068,5.3,Once in the Life (2000)
1166,NaN,[Hungary],1,541,tt0954320,6.5,Balkezes angyal (1941)
1167,NaN,"[Italy, France]",2,2101,tt0071502,6.9,Arabian Nights (1974)
1168,"$25,000,000","[USA, UK]",8,30888,tt1234548,6.3,The Men Who Stare at Goats (2009)
1169,"$450,000","[USA, Italy, France]",1,335,tt0071508,5.9,Flesh for Frankenstein (1973)
1170,"$5,000,000",[South Africa],1,501,tt1234546,5.7,'Master Harold' ... And the Boys (2010)
1171,"$4,500,000",[USA],8,14824,tt1234541,5.6,The Butterfly Effect 3: Revelations (2009)
1172,"$10,000,000",[Canada],3,7692,tt1568139,4.6,You Got Served: Beat the World (2011)
1173,NaN,[USA],1,308,tt1669797,5.9,Gates of Hell (TV Movie 2010)
1174,NaN,[USA],4,527,tt2334841,4.9,The Marine 3: Homefront (Video 2013)
1175,"$5,000,000",[USA],1,59,tt1323917,3.5,The Terror Experiment (2010)
1176,NaN,[USA],1,253,tt0096419,4.1,Warlords (1988)
1177,NaN,[USA],1,166,tt0096417,3.4,Warbirds (1989)
1178,NaN,[UK],1,3968,tt0934905,7.2,"""Agatha Christie's Marple"" Ordeal by Innocence (TV Episode 2007)"
1179,NaN,[Canada],1,504,tt1099932,6.3,Bianca Beauchamp: All Access (2007)
1180,NaN,[USA],1,278,tt0092527,6.2,The Alamo: Thirteen Days to Glory (TV Movie 1987)
1181,NaN,[USA],2,290,tt0098524,6.7,True Believer (1989)
1182,NaN,"[France, Belgium]",1,527,tt1177179,7.3,Le septième juré (TV Movie 2008)
1183,NaN,"[Sweden, Denmark, Finland, France, Germany, UK, Italy, Norway, Iceland]",1,39,tt0104350,7.8,The Best Intentions (1992)
1184,NaN,[USA],1,585,tt0098528,6.0,True Love (1989)
1185,NaN,[USA],2,938,tt1462757,4.8,The Ghostmaker (2011)
1186,"$1,200,000",[USA],1,1359,tt1333015,8.1,The Shift (Video 2009)
1187,"$3,000,000","[Spain, USA, France]",9,26153,tt1462758,7.0,Buried (2010)
1188,NaN,[USA],1,954,tt1052004,7.1,Holly Hobbie and Friends: Secret Adventures (Video 2007)
1189,NaN,[Russia],1,565,tt0459998,5.2,Jacked$ (2004)
1190,NaN,[Germany],1,68,tt0907758,2.8,Das komabrutale Duell (Video 1999)
1191,"$10,000,000",[USA],4,22154,tt1117581,4.8,Arena (Video 2011)
1192,"$10,000,000","[UK, USA, United Arab Emirates]",7,23356,tt1412386,7.3,The Best Exotic Marigold Hotel (2011)
1193,NaN,"[Hong Kong, Taiwan]",1,313,tt0137427,5.9,Ma tou da jue dou (1973)
1194,NaN,"[UK, USA]",2,1526,tt0062688,5.4,Attack on the Iron Coast (1968)
1195,NaN,"[France, Belgium]",4,3180,tt0062687,7.1,Astérix et Cléopâtre (1968)
1196,"$12,000,000",[Canada],2,1712,tt1867093,5.6,The Samaritan (2012)
1197,NaN,[Australia],1,57,tt2561752,4.2,Foreshadow (2013)
1198,NaN,[Yugoslavia],1,282,tt0069452,8.2,Valter brani Sarajevo (1972)
1199,NaN,[],1,6208,tt0972128,6.5,"""Seconds from Disaster"" Meltdown in Chernobyl (TV Episode 2004)"
1200,NaN,[France],1,389,tt1692227,5.3,American Translation (2011)
1201,NaN,[UK],3,4923,tt0398029,4.7,The Last Drop (2006)
1202,"$8,000,000",[USA],1,1092,tt0398027,6.5,Down in the Valley (2005)
1203,NaN,[USA],1,337,tt0380215,6.2,Bereft (TV Movie 2004)
1204,NaN,"[USA, Canada]",3,2352,tt1419950,5.0,Riverworld (TV Movie 2010)
1205,"$8,000,000","[Hong Kong, China]",5,4311,tt0992911,6.8,Dou fo sin (2007)
1206,"$9,000,000",[Japan],1,789,tt1054122,6.8,Goemon (2009)
1207,NaN,"[Japan, USA]",2,847,tt1119154,5.3,Pocahontas (Video 1994)
1208,"$28,000,000",[USA],1,1141,tt0088001,3.5,Rhinestone (1984)
1209,"$8,000,000",[USA],1,631,tt0088000,6.6,Revenge of the Nerds (1984)
1210,NaN,[France],2,1403,tt0088002,7.2,My New Partner (1984)
1211,"$18,000,000",[USA],1,462,tt0088007,6.3,The River (1984)
1212,NaN,"[Poland, USA, West Germany]",1,317,tt0088009,7.4,Rok spokojnego slonca (1984)
1213,"$3,500,000",[USA],3,1754,tt0059896,7.0,The War Lord (1965)
1214,NaN,[USA],2,974,tt0901693,5.8,The Staircase Murders (TV Movie 2007)
1215,NaN,[Austria],2,310,tt1680679,7.0,Breathing (2011)
1216,"$1,000,000",[USA],1,493,tt0268200,7.2,Brigham City (2001)
1217,NaN,[India],1,88,tt0451850,6.8,Paheli (2005)
1218,NaN,[USA],2,390,tt0120247,3.9,Surface to Air (1998)
1219,NaN,[USA],1,175,tt0038762,7.8,My Darling Clementine (1946)
1220,"$5,000,000",[USA],1,765,tt0120241,7.0,Suicide Kings (1997)
1221,"$800,000",[Hungary],1,410,tt0357773,6.7,Egy hét Pesten és Budán (2003)
1222,NaN,[Canada],1,136,tt0285441,7.5,Atanarjuat: The Fast Runner (2001)
1223,NaN,[USA],4,16566,tt2062677,6.3,The Smurfs: A Christmas Carol (2011)
1224,NaN,"[Slovakia, Czech Republic, UK, USA, Israel, Cambodia]",1,256,tt1961438,7.4,Nicky's Family (2011)
1225,NaN,[USA],2,560,tt0077617,6.8,Go Tell the Spartans (1978)
1226,NaN,[USA],2,3530,tt0375785,5.8,Gray Matters (2006)
1227,NaN,[Canada],5,4938,tt1581835,6.5,Daydream Nation (2010)
1228,NaN,"[UK, Germany]",1,230,tt0280949,5.5,Miranda (2002)
1229,"$66,000,000",[USA],11,66659,tt1568911,7.3,War Horse (2011)
1230,"$1,500,000",[USA],1,544,tt0075612,7.9,3 Women (1977)
1231,"$500,000","[France, Angola]",6,8000,tt1612774,5.8,Rubber (2010)
1232,NaN,"[Australia, Sweden]",5,2923,tt0075617,6.4,ABBA: The Movie (1977)
1233,NaN,"[Romania, Sweden]",1,190,tt1895466,6.1,Loverboy (2011)
1234,"$1,500,000",[USA],1,671,tt0413385,4.2,Torn Apart (TV Movie 2004)
1235,"$123,000,000","[USA, Germany]",8,27639,tt0170016,5.9,How the Grinch Stole Christmas (2000)
1236,NaN,[USA],2,1672,tt1922671,6.3,Nuclear Nightmare: Japan in Crisis (TV Movie 2011)
1237,"$2,000,000","[Argentina, Spain]",8,39636,tt1305806,8.3,The Secret in Their Eyes (2009)
1238,"$3,000,000","[Brazil, USA]",1,191,tt1922679,5.4,Open Road (2013)
1239,NaN,[France],1,1632,tt0072752,5.9,The Beast (1975)
1240,NaN,[USA],1,221,tt1800379,6.0,Something Real and Good (2013)
1241,NaN,[USA],1,694,tt0084809,5.7,The Toy (1982)
1242,"$22,000,000",[USA],7,1733,tt0084805,7.4,Tootsie (1982)
1243,NaN,[USA],1,653,tt0299117,7.1,Roger Dodger (2002)
1244,NaN,"[Germany, Switzerland, France]",1,332,tt3545892,7.2,Der letzte Mentsch (2014)
1245,NaN,"[China, USA]",1,133,tt2151988,7.2,"High Tech, Low Life (2012)"
1246,NaN,"[France, Romania, Belgium]",1,141,tt0427700,7.1,Le père Goriot (TV Movie 2004)
1247,NaN,[USA],2,181,tt2431576,3.0,Animus (2013)
1248,"$6,200,000",[USA],2,5225,tt0489085,5.6,I-See-You.Com (2006)
1249,"$20,000,000",[USA],7,26803,tt0974661,6.4,17 Again (2009)
1250,NaN,[Japan],1,385,tt0199857,7.1,Ninja hicho fukuro no shiro (1963)
1251,NaN,"[Philippines, USA]",1,541,tt0199854,3.6,Ninja Warriors (1985)
1252,NaN,[Hong Kong],1,137,tt0199858,4.3,Ninja in Action (1987)
1253,"$1,750,000","[Italy, USA]",3,612,tt0050629,6.0,Legend of the Lost (1957)
1254,"$10,000,000",[USA],1,948,tt0887719,3.8,Blonde Ambition (2007)
1255,NaN,"[Italy, Spain]",2,1647,tt0066745,6.0,Adios Sabata (1970)
1256,NaN,"[Czech Republic, Germany, Slovakia]",3,2506,tt0408120,7.4,Príbehy obycejného sílenství (2005)
1257,NaN,"[Italy, France, Spain]",1,72,tt0059707,7.0,7 uomini d'oro (1965)
1258,NaN,[Hungary],1,1256,tt0059700,6.9,Sellö a pecsétgyürün II (1965)
1259,NaN,[USA],1,1822,tt0283043,3.2,Teenage Caveman (TV Movie 2002)
1260,NaN,[France],1,287,tt0378661,5.9,Les revenants (2004)
1261,NaN,"[Canada, France, Germany]",2,1220,tt0166090,5.8,Babar: King of the Elephants (1999)
1262,NaN,[USA],1,1327,tt0383278,6.1,Comfort and Joy (TV Movie 2003)
1263,NaN,[USA],1,231,tt2407482,2.2,Kim Kardashian: Fit in Your Jeans by Friday - Amazing Abs Body Sculpt (Video 2009)
1264,"$26,000,000",[USA],1,2915,tt0358349,4.4,Agent Cody Banks 2: Destination London (2004)
1265,NaN,[USA],2,404,tt2407484,6.1,MicroPlanet 3D (2012)
1266,"$6,000,000",[UK],4,10024,tt1169809,5.3,Book of Blood (2009)
1267,NaN,[USA],1,458,tt0125980,6.5,Passion in the Desert (1997)
1268,"$33,000,000",[USA],4,2834,tt0204626,5.3,The Watcher (2000)
1269,NaN,[USA],1,493,tt0805559,5.3,Jump In! (TV Movie 2007)
1270,"$15,000,000","[USA, China, Taiwan]",4,3570,tt0808357,7.6,"Lust, Caution (2007)"
1271,"$12,000,000",[USA],3,648,tt0081974,6.9,Absence of Malice (1981)
1272,NaN,[UK],1,253,tt0081975,6.4,Absolution (1978)
1273,NaN,[USA],1,131,tt0166322,5.5,Rear Window (TV Movie 1998)
1274,"$1,500,000","[Canada, USA]",1,138,tt0088830,3.1,The Blue Man (1985)
1275,"$250,000",[USA],1,394,tt1132130,1.7,2012 Doomsday (Video 2008)
1276,"$15,000,000",[USA],4,2959,tt0106611,6.8,Cool Runnings (1993)
1277,"$10,000,000",[USA],1,367,tt0123003,6.2,Bruno (2000)
1278,"$62,000",[USA],1,143,tt0082776,6.8,Ms. 45 (1981)
1279,NaN,"[Sweden, UK]",1,615,tt0082770,6.9,Montenegro (1981)
1280,"$10,000,000",[USA],1,4136,tt1523372,4.6,Wild Things: Foursome (Video 2010)
1281,NaN,[USA],1,238,tt0293381,7.5,David Copperfield: 15 Years of Magic (TV Movie 1994)
1282,NaN,[Denmark],1,734,tt0456442,,H.C. Andersens eventyrlige verden: Fyrtøjet (Video 2005)
1283,NaN,[Italy],1,110,tt0056107,6.2,Arturo's Island (1962)
1284,NaN,[France],3,2804,tt1805297,7.1,Les femmes du 6ème étage (2010)
1285,"$7,000,000","[UK, Luxembourg, Germany, France, Spain, Italy, USA]",2,799,tt0415160,3.6,Minotaur (2006)
1286,NaN,[Hungary],1,565,tt0163314,7.1,"Szép lányok, ne sírjatok! (1970)"
1287,NaN,[Czechoslovakia],1,294,tt0066131,7.2,Nejkrásnejsí vek (1969)
1288,NaN,[UK],2,393,tt0066130,5.0,Ned Kelly (1970)
1289,NaN,[USA],3,2149,tt0415167,3.9,Mortuary (2005)
1290,NaN,[USA],3,4190,tt2600742,3.4,Ghost Shark (TV Movie 2013)
1291,"$2,000,000",[USA],2,850,tt0127276,3.8,The Shadow Men (1997)
1292,NaN,[UK],1,253,tt0162958,6.1,Final Cut (1998)
1293,NaN,[USA],1,331,tt0961088,5.1,While the Children Sleep (TV Movie 2007)
1294,NaN,[India],1,539,tt2658126,5.8,Commando (2013)
1295,NaN,"[USA, Canada]",1,1031,tt0098645,5.7,Who's Harry Crumb? (1989)
1296,NaN,[USA],1,418,tt0084395,4.5,Class Reunion (1982)
1297,"$15,000,000",[USA],3,2578,tt0095647,7.8,Mississippi Burning (1988)
1298,NaN,[Hong Kong],1,45,tt0387228,5.5,"Flying Dragon, Leaping Tiger (Video 2002)"
1299,NaN,[USA],1,159,tt329200,2.3,Home Alone 4 (TV Movie 2002)
1300,NaN,[USA],1,689,tt0400304,6.8,Classic Creatures: Return of the Jedi (TV Movie 1983)
1301,NaN,[USA],1,809,tt0457718,5.0,Wicked Pleasures (Video 2002)
1302,NaN,[USA],1,309,tt0089010,6.2,The Defiant Ones (TV Movie 1986)
1303,"$1,800,000",[Italy],4,1001,tt0089013,6.6,Demons (1985)
1304,"$1,250,000",[USA],3,1121,tt0089015,7.0,Desert Hearts (1985)
1305,"$4,500,000",[USA],2,640,tt0089017,5.8,Desperately Seeking Susan (1985)
1306,NaN,[USA],2,513,tt0080738,5.9,The First Deadly Sin (1980)
1307,NaN,[Hungary],1,990,tt0489507,4.9,Kulcsár & Haverok (2005)
1308,NaN,[USA],6,6766,tt0080736,6.7,The Final Countdown (1980)
1309,NaN,"[Uruguay, Argentina]",1,296,tt1508955,6.7,El cuarto de Leo (2009)
1310,"$15,000,000",[USA],1,868,tt0229260,4.0,Book of Shadows: Blair Witch 2 (2000)
1311,NaN,[USA],1,339,tt0061489,5.3,Clambake (1967)
1312,NaN,[Austria],1,464,tt1725848,,"""Universum"" Wildnis am Strom - Nationalpark Donau-Auen (TV Episode 2010)"
1313,"$8,000,000",[USA],3,1325,tt0120728,6.6,The Last Days of Disco (1998)
1314,NaN,[USA],4,833,tt0110932,7.5,Quiz Show (1994)
1315,NaN,[USA],3,1284,tt0120725,4.8,Krippendorf's Tribe (1998)
1316,"$35,000,000","[Aruba, Hong Kong, USA]",3,2709,tt0120724,4.7,Knock Off (1998)
1317,NaN,[USA],1,4390,tt0819755,5.6,Babysitter Wanted (2008)
1318,"$12,000,000",[USA],3,3662,tt0462329,5.3,The Hard Corps (Video 2006)
1319,NaN,[USA],2,321,tt0100904,3.4,Watchers II (1990)
1320,NaN,[USA],1,214,tt0048291,6.4,The Left Hand of God (1955)
1321,NaN,[USA],4,487,tt0112041,7.3,Streets of Laredo (TV Mini-Series 1995)
1322,NaN,[USA],4,8155,tt0112040,6.1,The Langoliers (TV Mini-Series 1995)
1323,NaN,[Canada],1,3928,tt2665200,6.2,Fir Crazy (TV Movie 2013)
1324,"$30,000,000","[USA, Germany]",2,1156,tt0331509,3.6,Funky Monkey (2004)
1325,"$13,000,000",[USA],2,2761,tt0258470,5.6,Bubble Boy (2001)
1326,NaN,"[Mexico, USA, Italy]",1,1304,tt0083550,5.3,Amityville II: The Possession (1982)
1327,"$500,000",[USA],1,320,tt0083557,5.9,Android (1982)
1328,"$12,000,000",[USA],2,1420,tt0091276,5.4,Invaders from Mars (1986)
1329,NaN,[Hungary],5,7046,tt0486219,7.2,"Szabadság, szerelem (2006)"
1330,NaN,[USA],7,47186,tt1440161,6.3,A Little Bit of Heaven (2011)
1331,NaN,[UK],2,466,tt0036112,8.1,The Life and Death of Colonel Blimp (1943)
1332,NaN,"[Soviet Union, Cuba]",2,638,tt0202080,6.8,Vsadnik bez golovy (1972)
1333,NaN,"[Argentina, UK]",1,143,tt0097302,5.7,"Eversmile, New Jersey (1989)"
1334,NaN,[USA],1,319,tt0097303,6.5,Everybody's Baby: The Rescue of Jessica McClure (TV Movie 1989)
1335,NaN,[USA],2,447,tt0065566,5.9,The Computer Wore Tennis Shoes (1969)
1336,NaN,"[Belgium, France, Italy]",2,2479,tt1827512,7.3,The Kid with a Bike (2011)
1337,NaN,"[Spain, West Germany, Italy, Liechtenstein]",1,218,tt0065569,5.8,Count Dracula (1970)
1338,"$2,000,000",[USA],1,1247,tt1241018,3.1,Silent Venom (Video 2009)
1339,NaN,[USA],1,1130,tt1241017,4.2,How to Make Love to a Woman (2010)
1340,NaN,[Hungary],2,1283,tt0085815,7.4,Kutya éji dala (1983)
1341,NaN,[Hungary],1,1090,tt0085817,7.3,Tight Quarters (1983)
1342,"$27,000,000","[UK, USA]",3,2563,tt0085811,6.0,Krull (1983)
1343,NaN,"[Poland, Germany]",1,995,tt1410281,7.5,Królik po berlinsku (2009)
1344,"$16,000,000",[USA],12,71177,tt1748122,7.8,Moonrise Kingdom (2012)
1345,NaN,[Hungary],1,1549,tt0482241,8.6,Nevezz csak Cucinak! (TV Movie 1982)
1346,"$151,000","[Greece, USA]",2,560,tt0054198,7.5,Never on Sunday (1960)
1347,NaN,[USA],2,914,tt0054195,7.3,Pollyanna (1960)
1348,NaN,"[Switzerland, France]",2,472,tt0100274,7.0,Nouvelle vague (1990)
1349,NaN,[France],1,618,tt0100277,6.1,Nuit d'été en ville (1990)
1350,NaN,[Italy],2,353,tt0100273,3.6,La notte degli squali (1988)
1351,NaN,[France],2,3817,tt0194314,5.3,Romance (1999)
1352,NaN,[USA],1,243,tt0099680,5.9,"Good Cops, Bad Cops (TV Movie 1990)"
1353,"$25,000,000",[USA],11,42007,tt0099685,8.7,Goodfellas (1990)
1354,NaN,[UK],3,1726,tt0259786,7.2,Lorna Doone (TV Movie 2000)
1355,NaN,[UK],1,105,tt2763790,7.4,The Wipers Times (TV Movie 2013)
1356,NaN,[USA],2,236,tt0055824,7.8,Cape Fear (1962)
1357,NaN,[France],2,341,tt0055827,7.1,The Elusive Corporal (1962)
1358,NaN,[USA],1,553,tt0095194,3.5,Galactic Gigolo (1987)
1359,NaN,[Canada],1,541,tt0906572,5.2,Blind Trust (TV Movie 2007)
1360,NaN,[Hungary],1,742,tt1252642,7.2,Vidrasors (2007)
1361,"$5,000,000",[USA],1,22,tt0090655,6.2,April Fool's Day (1986)
1362,"$1,500,000",[USA],1,296,tt0090659,4.8,Armed Response (1986)
1363,NaN,[Japan],1,42,tt0090658,6.8,Arion (1986)
1364,NaN,[Canada],1,444,tt0112793,4.4,Dangerous Prey (1995)
1365,NaN,[USA],4,6628,tt0112792,6.3,Dangerous Minds (1995)
1366,NaN,"[USA, Canada]",2,3211,tt0112795,5.4,Vanished (TV Movie 1995)
1367,NaN,[USA],2,2556,tt0112796,6.9,Zoya (TV Movie 1995)
1368,NaN,[USA],1,370,tt0064217,6.4,Death of a Gunfighter (1969)
1369,NaN,[USA],1,856,tt0095225,7.5,Go Toward the Light (TV Movie 1988)
1370,NaN,[USA],1,408,tt0095222,2.9,Glitch! (1988)
1371,NaN,[Hungary],1,382,tt0382664,3.6,"Az ember, aki nappal aludt (2003)"
1372,"$13,000,000",[USA],5,8329,tt0093105,7.2,"Good Morning, Vietnam (1987)"
1373,"$18,000,000",[USA],3,4325,tt0432291,3.6,The Fog (2005)
1374,"$5,000,000","[USA, Thailand]",1,101,tt1430116,4.4,Hellgate (2011)
1375,"$5,500,000","[USA, Canada]",2,477,tt0385969,5.3,Pursued (2004)
1376,NaN,[USA],1,1696,tt0762115,4.1,The List (2007)
1377,"$15,000,000",[USA],1,272,tt0089360,6.5,Jagged Edge (1985)
1378,NaN,[Germany],1,72,tt0292242,7.4,Solino (2002)
1379,NaN,[USA],1,435,tt0112423,6.1,The Avenging Angel (TV Movie 1995)
1380,NaN,[USA],1,121,tt0096557,7.7,Chip 'n' Dale Rescue Rangers (TV Series 1989–1990)
1381,NaN,[Hungary],1,245,tt0158969,7.5,Sok hühó Emmiért (TV Movie 1998)
1382,"$12,000,000",[USA],7,29162,tt0481536,6.7,Harold & Kumar Escape from Guantanamo Bay (2008)
1383,NaN,"[USA, Canada]",2,1924,tt0473389,7.7,The Ron Clark Story (TV Movie 2006)
1384,NaN,[USA],1,137,tt3138040,7.4,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills (Video 2012)
1385,NaN,[USA],3,588,tt2388637,6.5,Ain't Them Bodies Saints (2013)
1386,NaN,"[Sweden, Italy, Germany, Finland, Norway]",1,639,tt0157122,7.5,Trolösa (2000)
1387,NaN,[USA],1,306,tt1634895,,Super Face Surgeries (TV Movie 2010)
1388,NaN,[Japan],4,4680,tt1776196,7.1,Fullmetal Alchemist: The Sacred Star of Milos (2011)
1389,"$5,000,000",[USA],1,656,tt0111216,5.2,Slaughter of the Innocents (1993)
1390,NaN,"[Austria, Germany, France]",2,1071,tt1403214,7.1,Paradies: Liebe (2012)
1391,NaN,"[Canada, USA]",2,564,tt0119764,5.1,Natural Enemy (Video 1996)
1392,NaN,[India],1,93,tt2187153,7.8,Thuppakki (2012)
1393,NaN,[Spain],1,165,tt0062113,7.2,Peppermint Frappé (1967)
1394,NaN,[France],1,465,tt1314280,7.6,Welcome (2009)
1395,"$28,000,000",[USA],8,13896,tt1273678,5.4,The Spy Next Door (2010)
1396,NaN,[Italy],1,250,tt0071987,6.6,Perché si uccide un magistrato (1975)
1397,NaN,[Hungary],1,1794,tt0071981,7.1,A Pendragon legenda (1974)
1398,NaN,[USA],2,617,tt0069121,6.8,Prime Cut (1972)
1399,NaN,[Canada],2,489,tt3104304,4.2,Ice Soldiers (2013)
1400,NaN,"[France, Italy, Switzerland, Armenia]",1,955,tt0379577,6.7,Vodka Lemon (2003)
1401,NaN,[Hungary],2,955,tt0029186,7.3,Maga lesz a férjem (1938)
1402,NaN,[Czechoslovakia],2,929,tt0097681,7.3,Konec starych casu (1989)
1403,NaN,[Hungary],1,312,tt0029189,7.4,Mai lányok (1937)
1404,NaN,[USA],1,214,tt0038160,7.4,They Were Expendable (1945)
1405,"$500,000",[USA],1,655,tt0811128,6.1,Turn the River (2007)
1406,NaN,"[UK, Germany, Ireland]",2,1462,tt0210065,6.8,Gangster No. 1 (2000)
1407,"$2,600,000",[Spain],6,15411,tt0480669,7.2,Los cronocrímenes (2007)
1408,"$12,000,000",[USA],1,2646,tt0814331,4.9,Spring Breakdown (2009)
1409,NaN,[USA],4,8727,tt0814335,5.5,The Stepfather (2009)
1410,NaN,[USA],1,117,tt0035530,7.0,Wake Island (1942)
1411,NaN,[France],1,88,tt0029453,7.7,Pépé le Moko (1937)
1412,NaN,"[Ireland, UK, Italy, Germany]",1,618,tt0158033,6.0,Nora (2000)
1413,NaN,[Hungary],1,317,tt0032625,,Igen vagy nem? (1940)
1414,"$50,000,000",[USA],6,5391,tt0114069,6.5,Outbreak (1995)
1415,"$6,000,000",[USA],1,5164,tt0954541,5.2,Bachelor Party 2: The Last Temptation (Video 2008)
1416,NaN,"[USA, Australia]",9,20030,tt2005268,7.5,Lego Star Wars: The Padawan Menace (TV Movie 2011)
1417,NaN,[USA],15,124256,tt1648179,6.5,Here Comes the Boom (2012)
1418,NaN,"[Chile, Spain]",1,85,tt2425486,6.9,Gloria (2013)
1419,NaN,[Spain],1,999,tt0430454,5.4,El penalti más largo del mundo (2005)
1420,NaN,[Canada],1,691,tt0430457,4.9,The Perfect Neighbor (TV Movie 2005)
1421,NaN,[USA],2,2472,tt0131857,6.6,BASEketball (1998)
1422,NaN,[USA],1,146,tt0376215,6.5,Strip Search (TV Movie 2004)
1423,"$33,000,000","[USA, Germany]",8,28047,tt1205489,8.2,Gran Torino (2008)
1424,NaN,[Canada],1,213,tt1950268,7.6,Monster (2012)
1425,"$10,000,000",[UK],2,710,tt0062803,6.9,Chitty Chitty Bang Bang (1968)
1426,NaN,[Italy],1,273,tt0062807,5.4,5 per l'inferno (1969)
1427,"$3,500,000",[USA],2,1163,tt0822802,2.4,Death Toll (2008)
1428,NaN,[USA],1,144,tt0044357,7.3,Angel Face (1952)
1429,"$1,000,000",[USA],1,104,tt0032080,7.2,Union Pacific (1939)
1430,NaN,[Hungary],1,221,tt0032087,,Vadrózsa (1939)
1431,"$20,000,000","[USA, UK]",4,2763,tt0114681,6.8,To Die For (1995)
1432,NaN,[USA],2,1181,tt0114682,6.2,"To Wong Foo Thanks for Everything, Julie Newmar (1995)"
1433,NaN,[Spain],1,122,tt3505786,7.3,Europe in 8 Bits (2013)
1434,"$87,000,000",[USA],3,758,tt0329575,7.4,Seabiscuit (2003)
1435,NaN,"[Spain, UK]",1,416,tt0445691,7.4,Salvador (Puig Antich) (2006)
1436,NaN,[UK],1,312,tt0107920,7.5,Raining Stones (1993)
1437,NaN,[USA],3,1351,tt0107927,5.4,The Real McCoy (1993)
1438,NaN,[USA],1,29,tt3667148,7.8,Dave Attell: Road Work (TV Movie 2014)
1439,NaN,"[Canada, Germany]",1,722,tt1722426,3.3,Auschwitz (2011)
1440,NaN,"[France, Italy, UK, USA]",2,229,tt0116684,6.8,Jane Eyre (1996)
1441,"$38,000,000","[UK, USA]",1,1840,tt0116683,6.7,James and the Giant Peach (1996)
1442,NaN,[Norway],1,142,tt0116681,5.3,Jakten på nyresteinen (1996)
1443,NaN,[Japan],1,254,tt1912350,5.7,Another Gantz (TV Movie 2011)
1444,NaN,[USA],5,6671,tt1533817,4.1,Stomp the Yard 2: Homecoming (2010)
1445,NaN,[USA],2,2284,tt0393635,5.2,Reeker (2005)
1446,NaN,"[USA, Czech Republic, UK, France, Italy, Germany, Spain]",1,217,tt0117086,6.6,Moses (TV Movie 1995)
1447,NaN,[USA],5,4270,tt0073802,7.5,Three Days of the Condor (1975)
1448,NaN,[Sweden],2,140,tt0074857,7.5,Man on the Roof (1976)
1449,NaN,[UK],3,3269,tt0074851,6.7,The Man Who Fell to Earth (1976)
1450,NaN,"[UK, USA]",2,516,tt0074853,6.8,The Man in the Iron Mask (TV Movie 1977)
1451,NaN,[USA],2,791,tt0116353,6.1,Foxfire (1996)
1452,NaN,[USA],1,4360,tt0443527,5.2,The Hamiltons (2006)
1453,NaN,"[France, Argentina]",2,668,tt1235536,4.8,Lucky Luke (2009)
1454,NaN,[Poland],2,1392,tt1485698,7.5,Dom zly (2009)
1455,NaN,[USA],1,843,tt0235376,7.3,Fail Safe (TV Movie 2000)
1456,NaN,[Thailand],1,7,tt2595182,5.0,Jukkalan (2011)
1457,NaN,[USA],1,1066,tt0311018,5.3,Disappearance (TV Movie 2002)
1458,NaN,[USA],2,477,tt0060186,5.4,"Boy, Did I Get a Wrong Number! (1966)"
1459,NaN,"[UK, USA]",2,1024,tt0060182,7.3,Born Free (1966)
1460,NaN,[USA],7,4362,tt0787505,4.5,Rest Stop (Video 2006)
1461,NaN,[Canada],1,318,tt0787501,3.6,Past Sins (TV Movie 2006)
1462,NaN,[Ireland],1,54,tt1709653,5.6,Earthbound (2012)
1463,NaN,[Hungary],2,1048,tt0075895,7.4,Csutak a mikrofon elött (TV Movie 1977)
1464,NaN,[USA],1,268,tt0033029,5.9,Second Chorus (1940)
1465,"$1,700,000",[USA],2,664,tt0033028,7.8,The Sea Hawk (1940)
1466,NaN,[USA],1,489,tt0033021,6.3,Santa Fe Trail (1940)
1467,NaN,[Switzerland],1,540,tt0478829,7.7,Vitus (2006)
1468,NaN,[Hungary],1,149,tt0033023,6.0,Sarajevo (1940)
1469,NaN,[Japan],2,2837,tt0396659,7.7,Inuyasha the Movie 3: Swords of an Honorable Ruler (2003)
1470,NaN,"[UK, Hungary]",2,4148,tt0830861,2.3,Kis Vuk (2008)
1471,NaN,[USA],4,3277,tt0181199,7.5,Arabian Nights (TV Movie 2000)
1472,NaN,"[USA, Canada]",3,5409,tt0396652,6.0,Ice Princess (2005)
1473,NaN,[UK],1,53,tt1754539,7.4,Steve (2010)
1474,NaN,[Hungary],1,207,tt0181193,4.5,Ámbár tanár úr (1998)
1475,NaN,[USA],3,791,tt0060232,7.2,The Chase (1966)
1476,NaN,[Canada],6,659,tt2286990,6.1,The Right Kind of Wrong (2013)
1477,NaN,[USA],2,2824,tt1176410,4.6,Beethoven's Big Break (Video 2008)
1478,NaN,[Japan],1,110,tt1176416,5.6,Tetsuo: The Bullet Man (2009)
1479,NaN,[Hungary],1,206,tt0051546,,Don Juan legutolsó kalandja (1958)
1480,NaN,[USA],6,16694,tt0862856,6.8,Trick 'r Treat (2007)
1481,"$120,000,000",[USA],6,4713,tt0305357,4.8,Charlie's Angels: Full Throttle (2003)
1482,"$30,000,000","[USA, Turkey]",2,2487,tt0217579,5.9,Jason and the Argonauts (TV Movie 2000)
